UDI,Date,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Internal Pressure[MPa],Battery Charging Current[A],coolant temp[C],carbon monoxide content[grams/sec],Oil Viscosity[cSt],Age[days],Machine failure
6140,2/25/2011,L53319,L,300.8,310.7,1586,33.4,2.661073826,83.3,0.0059786,7.544884182,854.4,0
6141,2/26/2011,L53320,L,300.8,310.7,1589,34.3,2.666107383,83.3,0.0061397,7.748189445,855.3,0
6142,2/27/2011,L53321,L,300.8,310.8,1486,45.7,2.493288591,83.4,0.0081803,10.32338944,866.7,0
6143,2/28/2011,L53322,L,300.9,310.9,1755,27.9,2.944630872,83.5,0.0049941,6.302463134,848.9,0
6144,3/1/2011,M21003,M,301,310.9,1575,34.6,2.64261745,83.5,0.0061934,7.815957866,855.6,0
6145,3/2/2011,M21004,M,301.1,311.1,1615,37.7,2.709731544,83.7,0.0067483,8.516231547,858.7,0
6146,3/3/2011,M21005,M,301.1,311.1,1436,41.8,2.409395973,83.7,0.0074822,9.442399965,862.8,0
6147,3/4/2011,M21006,M,301.1,311.1,1470,40.6,2.466442953,83.7,0.0072674,9.171326282,861.6,0
6148,3/5/2011,M21007,M,301.1,311.1,2089,19.8,3.505033557,83.7,0.0035442,4.472715773,840.8,0
6149,3/6/2011,L53328,L,301.1,311.2,1564,37,2.624161074,83.8,0.006623,8.358105232,858,0
6150,3/7/2011,M21009,M,301,311.1,1420,47.4,2.382550336,83.7,0.0084846,10.70741049,868.4,0
6151,3/8/2011,L53330,L,301.1,311.1,1711,29.1,2.870805369,83.7,0.0052089,6.573536818,850.1,0
6152,3/9/2011,L53331,L,301.1,311.2,1555,35.3,2.609060403,83.8,0.0063187,7.974084181,856.3,0
6153,3/10/2011,M21012,M,301.1,311.1,1592,35.7,2.67114094,83.7,0.0063903,8.064442075,856.7,0
6154,3/11/2011,L53333,L,301,311.1,1236,64.4,2.073825503,83.7,0.0115276,14.547621,885.4,1
6155,3/12/2011,M21014,M,301,310.9,1765,24.2,2.961409396,83.5,0.0043318,5.466652611,845.2,0
6156,3/13/2011,L53335,L,301,311,1634,31.2,2.741610738,83.6,0.0055848,7.047915763,852.2,0
6157,3/14/2011,L53336,L,301.1,311.1,1508,41.5,2.530201342,83.7,0.0074285,9.374631544,862.5,0
6158,3/15/2011,L53337,L,301.1,311.2,1774,29.6,2.976510067,83.8,0.0052984,6.686484186,850.6,0
6159,3/16/2011,L53338,L,301.1,311,1677,29.1,2.813758389,83.6,0.0052089,6.573536818,850.1,0
6160,3/17/2011,L53339,L,301,311,1399,58,2.347315436,83.6,0.010382,13.10189469,879,1
6161,3/18/2011,L53340,L,301,310.9,1570,34,2.634228188,83.5,0.006086,7.680421024,855,0
6162,3/19/2011,L53341,L,301,310.9,1479,44.3,2.481543624,83.5,0.0079297,10.0071368,865.3,0
6163,3/20/2011,L53342,L,301,310.8,1558,34.9,2.61409396,83.4,0.0062471,7.883726286,855.9,0
6164,3/21/2011,L53343,L,300.8,310.7,1358,48.1,2.27852349,83.3,0.0086099,10.8655368,869.1,0
6165,3/22/2011,H35578,H,300.9,310.7,1656,30.7,2.77852349,83.3,0.0054953,6.934968395,851.7,0
6166,3/23/2011,L53345,L,300.9,310.7,1523,35.8,2.555369128,83.3,0.0064082,8.087031549,856.8,0
6167,3/24/2011,H35580,H,300.9,310.7,1403,40.6,2.354026846,83.3,0.0072674,9.171326282,861.6,0
6168,3/25/2011,M21027,M,300.9,310.7,1362,51.6,2.285234899,83.3,0.0092364,11.65616838,872.6,0
6169,3/26/2011,M21028,M,300.7,310.6,1778,27.1,2.983221477,83.2,0.0048509,6.121747346,848.1,0
6170,3/27/2011,L53349,L,300.7,310.5,1448,38.2,2.429530201,83.1,0.0068378,8.629178915,859.2,0
6171,3/28/2011,H35584,H,300.8,310.5,1559,40.1,2.615771812,83.1,0.0071779,9.058378914,861.1,0
6172,3/29/2011,L53351,L,300.8,310.6,1416,42.2,2.375838926,83.2,0.0075538,9.532757859,863.2,0
6173,3/30/2011,L53352,L,300.8,310.6,1577,37.9,2.645973154,83.2,0.0067841,8.561410494,858.9,1
6174,3/31/2011,L53353,L,300.8,310.7,1633,27.8,2.739932886,83.3,0.0049762,6.279873661,848.8,0
6175,4/1/2011,L53354,L,300.9,310.7,1573,31.2,2.639261745,83.3,0.0055848,7.047915763,852.2,0
6176,4/2/2011,L53355,L,300.9,310.8,1517,44.3,2.545302013,83.4,0.0079297,10.0071368,865.3,0
6177,4/3/2011,L53356,L,301,310.9,1515,37.3,2.541946309,83.5,0.0066767,8.425873653,858.3,0
6178,4/4/2011,L53357,L,301,310.8,1527,45.3,2.562080537,83.4,0.0081087,10.23303154,866.3,0
6179,4/5/2011,L53358,L,301.1,310.9,1282,67.9,2.151006711,83.5,0.0121541,15.33825257,888.9,1
6180,4/6/2011,M21039,M,301.1,310.9,1396,45.1,2.342281879,83.5,0.0080729,10.18785259,866.1,0
6181,4/7/2011,L53360,L,301,310.9,1492,44.6,2.503355705,83.5,0.0079834,10.07490523,865.6,0
6182,4/8/2011,L53361,L,301,310.8,1975,19.7,3.313758389,83.4,0.0035263,4.450126299,840.7,0
6183,4/9/2011,L53362,L,301,310.8,1475,35.3,2.474832215,83.4,0.0063187,7.974084181,856.3,0
6184,4/10/2011,H35597,H,301,310.9,1495,37.3,2.508389262,83.5,0.0066767,8.425873653,858.3,0
6185,4/11/2011,L53364,L,301,311,1553,35.8,2.605704698,83.6,0.0064082,8.087031549,856.8,0
6186,4/12/2011,L53365,L,301.1,311,1918,21.7,3.218120805,83.6,0.0038843,4.901915771,842.7,0
6187,4/13/2011,M21046,M,301.1,311,1413,46.6,2.370805369,83.6,0.0083414,10.5266947,867.6,0
6188,4/14/2011,L53367,L,301,311,1437,56,2.411073826,83.6,0.010024,12.65010522,877,0
6189,4/15/2011,L53368,L,301,310.9,1450,45.9,2.432885906,83.5,0.0082161,10.36856838,866.9,0
6190,4/16/2011,M21049,M,301,310.9,1910,21.9,3.204697987,83.5,0.0039201,4.947094718,842.9,0
6191,4/17/2011,L53370,L,300.9,310.9,1749,26.4,2.934563758,83.5,0.0047256,5.96362103,847.4,0
6192,4/18/2011,H35605,H,301,310.9,1916,22,3.214765101,83.5,0.003938,4.969684192,843,0
6193,4/19/2011,L53372,L,301,310.9,1428,45.3,2.395973154,83.5,0.0081087,10.23303154,866.3,0
6194,4/20/2011,L53373,L,301,310.9,1578,38.4,2.647651007,83.5,0.0068736,8.674357862,859.4,0
6195,4/21/2011,L53374,L,300.9,310.8,1571,39.9,2.63590604,83.4,0.0071421,9.013199966,860.9,0
6196,4/22/2011,L53375,L,300.9,310.8,1729,30.2,2.901006711,83.4,0.0054058,6.822021027,851.2,0
6197,4/23/2011,L53376,L,300.9,310.8,1701,30.4,2.854026846,83.4,0.0054416,6.867199974,851.4,0
6198,4/24/2011,L53377,L,300.9,310.8,1493,45.8,2.505033557,83.4,0.0081982,10.34597891,866.8,0
6199,4/25/2011,M21058,M,301,310.9,1554,32.7,2.60738255,83.5,0.0058533,7.386757867,853.7,0
6200,4/26/2011,L53379,L,300.9,310.9,1497,43.2,2.511744966,83.5,0.0077328,9.758652595,864.2,0
6201,4/27/2011,L53380,L,301,310.9,1679,29.8,2.817114094,83.5,0.0053342,6.731663133,850.8,0
6202,4/28/2011,M21061,M,301,310.9,1510,44.5,2.533557047,83.5,0.0079655,10.05231575,865.5,0
6203,4/29/2011,L53382,L,301,310.9,1296,54.9,2.174496644,83.5,0.0098271,12.40162101,875.9,0
6204,4/30/2011,L53383,L,301,310.9,1404,41.8,2.355704698,83.5,0.0074822,9.442399965,862.8,0
6205,5/1/2011,M21064,M,300.9,310.8,1519,34.9,2.548657718,83.4,0.0062471,7.883726286,855.9,0
6206,5/2/2011,M21065,M,300.9,310.7,1696,27.3,2.845637584,83.3,0.0048867,6.166926293,848.3,0
6207,5/3/2011,M21066,M,300.8,310.6,1669,28.4,2.80033557,83.2,0.0050836,6.415410502,849.4,0
6208,5/4/2011,L53387,L,300.7,310.6,1447,40.7,2.427852349,83.2,0.0072853,9.193915755,861.7,0
6209,5/5/2011,M21068,M,300.7,310.6,1418,46.3,2.379194631,83.2,0.0082877,10.45892628,867.3,0
6210,5/6/2011,L53389,L,300.7,310.6,1407,40.5,2.360738255,83.2,0.0072495,9.148736808,861.5,0
6211,5/7/2011,L53390,L,300.8,310.5,1434,44.5,2.406040268,83.1,0.0079655,10.05231575,865.5,0
6212,5/8/2011,L53391,L,300.8,310.6,1360,48.8,2.281879195,83.2,0.0087352,11.02366312,869.8,0
6213,5/9/2011,L53392,L,300.8,310.6,1402,53.7,2.352348993,83.2,0.0096123,12.13054732,874.7,0
6214,5/10/2011,L53393,L,300.9,310.6,1552,34.9,2.604026846,83.2,0.0062471,7.883726286,855.9,0
6215,5/11/2011,L53394,L,300.9,310.7,1392,44.2,2.33557047,83.3,0.0079118,9.984547331,865.2,0
6216,5/12/2011,L53395,L,301.1,310.8,1521,41,2.552013423,83.4,0.007339,9.261684176,862,0
6217,5/13/2011,L53396,L,301.1,310.8,1724,27.5,2.89261745,83.4,0.0049225,6.21210524,848.5,0
6218,5/14/2011,M21077,M,301,310.7,1455,46.1,2.441275168,83.3,0.0082519,10.41374733,867.1,0
6219,5/15/2011,H35632,H,301,310.6,1366,50.6,2.291946309,83.2,0.0090574,11.43027364,871.6,0
6220,5/16/2011,H35633,H,301.1,310.6,1407,43.9,2.360738255,83.2,0.0078581,9.91677891,864.9,0
6221,5/17/2011,L53400,L,301.1,310.8,1470,49.3,2.466442953,83.4,0.0088247,11.13661048,870.3,0
6222,5/18/2011,M21081,M,301.2,310.9,1359,50.8,2.280201342,83.5,0.0090932,11.47545259,871.8,0
6223,5/19/2011,H35636,H,301.1,310.8,1792,25.8,3.006711409,83.4,0.0046182,5.828084189,846.8,0
6224,5/20/2011,M21083,M,301.1,310.9,1552,37.9,2.604026846,83.5,0.0067841,8.561410494,858.9,0
6225,5/21/2011,L53404,L,301.2,311,1612,32.9,2.704697987,83.6,0.0058891,7.431936814,853.9,0
6226,5/22/2011,M21085,M,301.2,311,1424,41.4,2.389261745,83.6,0.0074106,9.35204207,862.4,0
6227,5/23/2011,H35640,H,301.3,311,1341,59.3,2.25,83.6,0.0106147,13.39555784,880.3,0
6228,5/24/2011,L53407,L,301.2,310.8,1479,38.2,2.481543624,83.4,0.0068378,8.629178915,859.2,0
6229,5/25/2011,L53408,L,301.2,310.9,1413,50.1,2.370805369,83.5,0.0089679,11.31732627,871.1,0
6230,5/26/2011,L53409,L,301.3,310.9,2165,17.4,3.632550336,83.5,0.0031146,3.930568406,838.4,0
6231,5/27/2011,M21090,M,301.3,311,1641,33,2.753355705,83.6,0.005907,7.454526288,854,0
6232,5/28/2011,M21091,M,301.3,311,1495,40.8,2.508389262,83.6,0.0073032,9.216505229,861.8,0
6233,5/29/2011,L53412,L,301.3,311,1576,30.4,2.644295302,83.6,0.0054416,6.867199974,851.4,0
6234,5/30/2011,L53413,L,301.2,310.9,1467,37.1,2.461409396,83.5,0.0066409,8.380694706,858.1,0
6235,5/31/2011,L53414,L,301.2,310.8,1479,41.2,2.481543624,83.4,0.0073748,9.306863123,862.2,0
6236,6/1/2011,L53415,L,301.3,310.9,1596,33.9,2.677852349,83.5,0.0060681,7.65783155,854.9,0
6237,6/2/2011,M21096,M,301.3,310.9,1512,36.9,2.536912752,83.5,0.0066051,8.335515758,857.9,0
6238,6/3/2011,L53417,L,301.4,310.9,1414,38.8,2.372483221,83.5,0.0069452,8.764715757,859.8,0
6239,6/4/2011,L53418,L,301.3,310.8,1390,57.4,2.332214765,83.4,0.0102746,12.96635785,878.4,0
6240,6/5/2011,L53419,L,301.2,310.7,1644,31.6,2.758389262,83.3,0.0056564,7.138273658,852.6,0
6241,6/6/2011,M21100,M,301.2,310.7,1394,42.8,2.338926174,83.3,0.0076612,9.668294701,863.8,0
6242,6/7/2011,L53421,L,301.1,310.5,1324,52.4,2.22147651,83.1,0.0093796,11.83688417,873.4,0
6243,6/8/2011,L53422,L,301,310.4,1476,43.6,2.476510067,83,0.0078044,9.84901049,864.6,0
6244,6/9/2011,L53423,L,301,310.4,2204,16.6,3.697986577,83,0.0029714,3.749852618,837.6,0
6245,6/10/2011,M21104,M,301,310.4,1665,30.9,2.793624161,83,0.0055311,6.980147342,851.9,0
6246,6/11/2011,L53425,L,300.9,310.4,1445,41.7,2.424496644,83,0.0074643,9.419810491,862.7,0
6247,6/12/2011,H35660,H,300.8,310.3,1457,46.8,2.444630872,82.9,0.0083772,10.57187364,867.8,0
6248,6/13/2011,L53427,L,300.8,310.2,1492,46.3,2.503355705,82.8,0.0082877,10.45892628,867.3,0
6249,6/14/2011,L53428,L,300.8,310.1,1405,61.2,2.35738255,82.7,0.0109548,13.82475784,882.2,1
6250,6/15/2011,L53429,L,300.7,310.1,1542,35.5,2.587248322,82.7,0.0063545,8.019263128,856.5,0
6251,6/16/2011,L53430,L,300.8,310.2,1520,37.7,2.55033557,82.8,0.0067483,8.516231547,858.7,0
6252,6/17/2011,M21111,M,300.8,310.2,1598,36.5,2.681208054,82.8,0.0065335,8.245157864,857.5,0
6253,6/18/2011,L53432,L,300.8,310.3,1538,36.1,2.580536913,82.9,0.0064619,8.15479997,857.1,0
6254,6/19/2011,L53433,L,300.9,310.4,1615,30.9,2.709731544,83,0.0055311,6.980147342,851.9,0
6255,6/20/2011,L53434,L,301,310.5,1408,47,2.362416107,83.1,0.008413,10.61705259,868,0
6256,6/21/2011,L53435,L,301,310.5,1379,57.3,2.313758389,83.1,0.0102567,12.94376837,878.3,1
6257,6/22/2011,L53436,L,301,310.6,1493,37.8,2.505033557,83.2,0.0067662,8.538821021,858.8,1
6258,6/23/2011,L53437,L,301.1,310.7,1376,49.1,2.308724832,83.3,0.0087889,11.09143154,870.1,0
6259,6/24/2011,M21118,M,301.1,310.7,1583,40.7,2.656040268,83.3,0.0072853,9.193915755,861.7,0
6260,6/25/2011,M21119,M,301.2,310.8,1396,47.4,2.342281879,83.4,0.0084846,10.70741049,868.4,0
6261,6/26/2011,L53440,L,301.1,310.7,1436,45.3,2.409395973,83.3,0.0081087,10.23303154,866.3,0
6262,6/27/2011,L53441,L,301.1,310.6,1417,47.6,2.377516779,83.2,0.0085204,10.75258943,868.6,0
6263,6/28/2011,L53442,L,301,310.6,1641,33.4,2.753355705,83.2,0.0059786,7.544884182,854.4,0
6264,6/29/2011,M21123,M,301,310.6,1698,27.3,2.848993289,83.2,0.0048867,6.166926293,848.3,0
6265,6/30/2011,L53444,L,300.9,310.4,1541,39.1,2.58557047,83,0.0069989,8.832484178,860.1,0
6266,7/1/2011,L53445,L,300.8,310.3,1383,46.6,2.320469799,82.9,0.0083414,10.5266947,867.6,0
6267,7/2/2011,L53446,L,300.8,310.4,1368,46.8,2.295302013,83,0.0083772,10.57187364,867.8,0
6268,7/3/2011,L53447,L,300.8,310.4,1570,35.2,2.634228188,83,0.0063008,7.951494707,856.2,0
6269,7/4/2011,L53448,L,300.9,310.5,1616,33.5,2.711409396,83.1,0.0059965,7.567473656,854.5,0
6270,7/5/2011,M21129,M,300.9,310.5,1444,43.2,2.422818792,83.1,0.0077328,9.758652595,864.2,0
6271,7/6/2011,L53450,L,300.9,310.4,2021,18.8,3.390939597,83,0.0033652,4.246821037,839.8,0
6272,7/7/2011,M21131,M,300.9,310.5,1702,29.3,2.855704698,83.1,0.0052447,6.618715765,850.3,0
6273,7/8/2011,M21132,M,301.1,310.6,1429,52.7,2.397651007,83.2,0.0094333,11.90465259,873.7,0
6274,7/9/2011,L53453,L,301.2,310.8,1711,28.9,2.870805369,83.4,0.0051731,6.52835787,849.9,0
6275,7/10/2011,M21134,M,301.2,310.7,1543,32.9,2.588926174,83.3,0.0058891,7.431936814,853.9,0
6276,7/11/2011,L53455,L,301.3,310.8,1628,32.2,2.731543624,83.4,0.0057638,7.273810499,853.2,0
6277,7/12/2011,L53456,L,301.2,310.8,1233,64.6,2.068791946,83.4,0.0115634,14.59279995,885.6,0
6278,7/13/2011,L53457,L,301.2,310.8,1461,40.6,2.451342282,83.4,0.0072674,9.171326282,861.6,0
6279,7/14/2011,L53458,L,301.2,310.7,1568,38.3,2.630872483,83.3,0.0068557,8.651768389,859.3,0
6280,7/15/2011,L53459,L,301.3,310.8,1432,54.4,2.402684564,83.4,0.0097376,12.28867364,875.4,0
6281,7/16/2011,M21140,M,301.2,310.7,1527,41.1,2.562080537,83.3,0.0073569,9.28427365,862.1,0
6282,7/17/2011,M21141,M,301.3,310.8,1455,41.2,2.441275168,83.4,0.0073748,9.306863123,862.2,0
6283,7/18/2011,M21142,M,301.3,310.8,1418,45.4,2.379194631,83.4,0.0081266,10.25562101,866.4,0
6284,7/19/2011,L53463,L,301.3,310.8,1719,29.5,2.884228188,83.4,0.0052805,6.663894712,850.5,0
6285,7/20/2011,M21144,M,301.2,310.8,1734,31.3,2.909395973,83.4,0.0056027,7.070505237,852.3,0
6286,7/21/2011,M21145,M,301.2,310.7,1426,46.1,2.39261745,83.3,0.0082519,10.41374733,867.1,0
6287,7/22/2011,L53466,L,301.1,310.6,1611,35.2,2.703020134,83.2,0.0063008,7.951494707,856.2,0
6288,7/23/2011,M21147,M,301.1,310.6,1479,41.1,2.481543624,83.2,0.0073569,9.28427365,862.1,0
6289,7/24/2011,L53468,L,301,310.5,1317,50.9,2.209731544,83.1,0.0091111,11.49804206,871.9,0
6290,7/25/2011,L53469,L,301,310.5,1248,61.4,2.093959732,83.1,0.0109906,13.86993679,882.4,0
6291,7/26/2011,L53470,L,301,310.5,1932,21.7,3.241610738,83.1,0.0038843,4.901915771,842.7,0
6292,7/27/2011,M21151,M,301.1,310.5,1547,35.8,2.595637584,83.1,0.0064082,8.087031549,856.8,0
6293,7/28/2011,L53472,L,301,310.4,1614,31.6,2.708053691,83,0.0056564,7.138273658,852.6,0
6294,7/29/2011,H35707,H,301,310.4,1512,44.9,2.536912752,83,0.0080371,10.14267365,865.9,0
6295,7/30/2011,L53474,L,301.1,310.5,1529,38.7,2.565436242,83.1,0.0069273,8.742126283,859.7,0
6296,7/31/2011,H35709,H,301.1,310.6,1782,24.9,2.989932886,83.2,0.0044571,5.624778926,845.9,0
6297,8/1/2011,L53476,L,301,310.5,1429,39.4,2.397651007,83.1,0.0070526,8.900252598,860.4,0
6298,8/2/2011,M21157,M,301.1,310.5,1309,60.7,2.196308725,83.1,0.0108653,13.71181048,881.7,0
6299,8/3/2011,L53478,L,301.1,310.5,1428,44.1,2.395973154,83.1,0.0078939,9.961957858,865.1,0
6300,8/4/2011,L53479,L,301.2,310.6,1385,49.2,2.323825503,83.2,0.0088068,11.11402101,870.2,0
6301,8/5/2011,L53480,L,301.2,310.7,1517,39.4,2.545302013,83.3,0.0070526,8.900252598,860.4,0
6302,8/6/2011,M21161,M,301.2,310.6,1576,39.6,2.644295302,83.2,0.0070884,8.945431546,860.6,0
6303,8/7/2011,L53482,L,301.2,310.6,1437,51.2,2.411073826,83.2,0.0091648,11.56581048,872.2,0
6304,8/8/2011,H35717,H,301.2,310.6,1457,50.5,2.444630872,83.2,0.0090395,11.40768417,871.5,0
6305,8/9/2011,L53484,L,301.1,310.5,1532,37.5,2.570469799,83.1,0.0067125,8.4710526,858.5,0
6306,8/10/2011,M21165,M,301.1,310.5,1603,32.6,2.689597315,83.1,0.0058354,7.364168394,853.6,0
6307,8/11/2011,L53486,L,301,310.4,1563,34.4,2.622483221,83,0.0061576,7.770778918,855.4,0
6308,8/12/2011,L53487,L,301,310.3,1617,34.5,2.713087248,82.9,0.0061755,7.793368392,855.5,0
6309,8/13/2011,M21168,M,300.8,310.1,1686,26.9,2.82885906,82.7,0.0048151,6.076568398,847.9,0
6310,8/14/2011,L53489,L,300.9,310.2,1382,50.4,2.318791946,82.8,0.0090216,11.38509469,871.4,0
6311,8/15/2011,L53490,L,300.9,310.1,2090,17.8,3.506711409,82.7,0.0031862,4.020926301,838.8,0
6312,8/16/2011,L53491,L,300.9,310.3,1446,44.5,2.426174497,82.9,0.0079655,10.05231575,865.5,0
6313,8/17/2011,M21172,M,300.9,310.2,1533,38.1,2.572147651,82.8,0.0068199,8.606589442,859.1,0
6314,8/18/2011,L53493,L,300.9,310.3,1440,47.6,2.416107383,82.9,0.0085204,10.75258943,868.6,0
6315,8/19/2011,M21174,M,301,310.4,1793,25,3.008389262,83,0.004475,5.6473684,846,0
6316,8/20/2011,M21175,M,301,310.4,1517,46.1,2.545302013,83,0.0082519,10.41374733,867.1,0
6317,8/21/2011,L53496,L,300.9,310.4,1544,36,2.590604027,83,0.006444,8.132210496,857,0
6318,8/22/2011,L53497,L,300.9,310.3,1321,48.8,2.216442953,82.9,0.0087352,11.02366312,869.8,0
6319,8/23/2011,M21178,M,300.9,310.3,1416,50.9,2.375838926,82.9,0.0091111,11.49804206,871.9,0
6320,8/24/2011,L53499,L,300.8,310.2,1514,40,2.540268456,82.8,0.00716,9.03578944,861,0
6321,8/25/2011,M21180,M,300.8,310.2,1304,52.5,2.187919463,82.8,0.0093975,11.85947364,873.5,0
6322,8/26/2011,L53501,L,300.7,310.2,1286,64.9,2.157718121,82.8,0.0116171,14.66056837,885.9,0
6323,8/27/2011,M21182,M,300.7,310.1,1483,40.2,2.488255034,82.7,0.0071958,9.080968387,861.2,0
6324,8/28/2011,L53503,L,300.7,310.1,1351,46.9,2.266778523,82.7,0.0083951,10.59446312,867.9,0
6325,8/29/2011,M21184,M,300.7,310.1,1367,52.6,2.293624161,82.7,0.0094154,11.88206311,873.6,0
6326,8/30/2011,L53505,L,300.7,310.1,1721,32.3,2.887583893,82.7,0.0057817,7.296399973,853.3,0
6327,8/31/2011,L53506,L,300.6,310,1455,40.4,2.441275168,82.6,0.0072316,9.126147334,861.4,0
6328,9/1/2011,L53507,L,300.6,310,1425,49.5,2.390939597,82.6,0.0088605,11.18178943,870.5,0
6329,9/2/2011,L53508,L,300.7,310,1672,29.7,2.805369128,82.6,0.0053163,6.709073659,850.7,0
6330,9/3/2011,M21189,M,300.7,310,1641,34.6,2.753355705,82.6,0.0061934,7.815957866,855.6,0
6331,9/4/2011,M21190,M,300.5,310,1580,37,2.651006711,82.6,0.006623,8.358105232,858,0
6332,9/5/2011,H35745,H,300.5,310,1495,47.4,2.508389262,82.6,0.0084846,10.70741049,868.4,0
6333,9/6/2011,M21192,M,300.5,309.9,1994,19.8,3.345637584,82.5,0.0035442,4.472715773,840.8,0
6334,9/7/2011,M21193,M,300.4,309.9,1415,31.8,2.374161074,82.5,0.0056922,7.183452605,852.8,0
6335,9/8/2011,M21194,M,300.4,309.8,1725,30.4,2.894295302,82.4,0.0054416,6.867199974,851.4,0
6336,9/9/2011,M21195,M,300.4,309.8,1430,43.4,2.399328859,82.4,0.0077686,9.803831542,864.4,0
6337,9/10/2011,L53516,L,300.4,309.8,1395,48.1,2.340604027,82.4,0.0086099,10.8655368,869.1,0
6338,9/11/2011,M21197,M,300.4,309.8,1435,43.6,2.407718121,82.4,0.0078044,9.84901049,864.6,0
6339,9/12/2011,L53518,L,300.4,309.9,1681,28.6,2.820469799,82.5,0.0051194,6.46058945,849.6,0
6340,9/13/2011,L53519,L,300.5,310,1451,48.6,2.434563758,82.6,0.0086994,10.97848417,869.6,0
6341,9/14/2011,H35754,H,300.5,309.9,1397,45.9,2.343959732,82.5,0.0082161,10.36856838,866.9,1
6342,9/15/2011,M21201,M,300.4,309.8,1421,47.2,2.384228188,82.4,0.0084488,10.66223154,868.2,0
6343,9/16/2011,M21202,M,300.3,309.8,1444,42,2.422818792,82.4,0.007518,9.487578912,863,0
6344,9/17/2011,L53523,L,300.2,309.8,1827,23,3.065436242,82.4,0.004117,5.195578928,844,0
6345,9/18/2011,H35758,H,300.2,309.8,1374,47.7,2.305369128,82.4,0.0085383,10.77517891,868.7,0
6346,9/19/2011,L53525,L,300.2,309.8,1650,29.6,2.768456376,82.4,0.0052984,6.686484186,850.6,0
6347,9/20/2011,L53526,L,300.2,309.7,1275,60.7,2.139261745,82.3,0.0108653,13.71181048,881.7,0
6348,9/21/2011,L53527,L,300.2,309.7,1421,44.6,2.384228188,82.3,0.0079834,10.07490523,865.6,0
6349,9/22/2011,L53528,L,300.2,309.8,1557,33.8,2.612416107,82.4,0.0060502,7.635242077,854.8,0
6350,9/23/2011,L53529,L,300.1,309.8,1506,35.2,2.526845638,82.4,0.0063008,7.951494707,856.2,0
6351,9/24/2011,L53530,L,300.1,309.7,1362,49.1,2.285234899,82.3,0.0087889,11.09143154,870.1,0
6352,9/25/2011,L53531,L,300,309.7,1542,47.1,2.587248322,82.3,0.0084309,10.63964207,868.1,0
6353,9/26/2011,L53532,L,300,309.6,1496,38.8,2.510067114,82.2,0.0069452,8.764715757,859.8,0
6354,9/27/2011,M21213,M,300,309.6,1491,42,2.501677852,82.2,0.007518,9.487578912,863,0
6355,9/28/2011,L53534,L,300.1,309.6,1565,34.8,2.625838926,82.2,0.0062292,7.861136813,855.8,0
6356,9/29/2011,L53535,L,300.1,309.7,1481,37.9,2.484899329,82.3,0.0067841,8.561410494,858.9,0
6357,9/30/2011,M21216,M,300.1,309.7,1420,48.4,2.382550336,82.3,0.0086636,10.93330522,869.4,0
6358,10/1/2011,L53537,L,300.2,309.8,1398,54.8,2.345637584,82.4,0.0098092,12.37903153,875.8,0
6359,10/2/2011,M21218,M,300.2,309.8,1466,45.7,2.459731544,82.4,0.0081803,10.32338944,866.7,0
6360,10/3/2011,L53539,L,300.1,309.8,1430,56.7,2.399328859,82.4,0.0101493,12.80823153,877.7,0
6361,10/4/2011,L53540,L,300.1,309.7,1441,40.1,2.417785235,82.3,0.0071779,9.058378914,861.1,0
6362,10/5/2011,M21221,M,300.1,309.7,1348,57.3,2.261744966,82.3,0.0102567,12.94376837,878.3,0
6363,10/6/2011,L53542,L,300,309.6,1738,28.7,2.916107383,82.2,0.0051373,6.483178923,849.7,0
6364,10/7/2011,M21223,M,300,309.6,1618,36.2,2.714765101,82.2,0.0064798,8.177389443,857.2,0
6365,10/8/2011,M21224,M,299.9,309.6,1489,41.7,2.498322148,82.2,0.0074643,9.419810491,862.7,0
6366,10/9/2011,M21225,M,299.9,309.5,1412,57.9,2.369127517,82.1,0.0103641,13.07930521,878.9,0
6367,10/10/2011,M21226,M,299.9,309.5,2065,18.1,3.464765101,82.1,0.0032399,4.088694722,839.1,0
6368,10/11/2011,L53547,L,300,309.6,1571,33.1,2.63590604,82.2,0.0059249,7.477115762,854.1,0
6369,10/12/2011,M21228,M,300,309.6,1423,48.7,2.387583893,82.2,0.0087173,11.00107364,869.7,0
6370,10/13/2011,H35783,H,300,309.5,1781,24.9,2.988255034,82.1,0.0044571,5.624778926,845.9,0
6371,10/14/2011,L53550,L,300.1,309.6,1321,46.9,2.216442953,82.2,0.0083951,10.59446312,867.9,0
6372,10/15/2011,L53551,L,300.1,309.6,1546,36.7,2.593959732,82.2,0.0065693,8.290336811,857.7,0
6373,10/16/2011,M21232,M,300,309.5,1879,22.4,3.152684564,82.1,0.0040096,5.060042086,843.4,0
6374,10/17/2011,H35787,H,300,309.5,1735,28.9,2.911073826,82.1,0.0051731,6.52835787,849.9,0
6375,10/18/2011,L53554,L,300,309.5,1506,38.8,2.526845638,82.1,0.0069452,8.764715757,859.8,0
6376,10/19/2011,H35789,H,300,309.6,1629,32.3,2.733221477,82.2,0.0057817,7.296399973,853.3,0
6377,10/20/2011,L53556,L,300,309.6,1694,28.7,2.842281879,82.2,0.0051373,6.483178923,849.7,0
6378,10/21/2011,L53557,L,300.1,309.6,1541,37,2.58557047,82.2,0.006623,8.358105232,858,0
6379,10/22/2011,L53558,L,300,309.6,1514,44.6,2.540268456,82.2,0.0079834,10.07490523,865.6,0
